timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777593204856,25867,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-7,text,true,,402,361,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,25867,0,66
1777593204560,26163,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-3,text,true,,403,361,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,26163,0,64
1777593204782,25941,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-6,text,true,,402,361,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,25941,0,66
1777593205231,25492,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-12,text,true,,400,360,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,25491,0,71
1777593204453,26271,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-1,text,true,,405,361,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,26271,0,78
1777593207317,23406,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-40,text,true,,406,363,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,23406,0,67
1777593205004,25719,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-9,text,true,,400,360,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,25719,0,66
1777593204632,26091,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-4,text,true,,401,361,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,26090,0,68
1777593205158,25565,01 - POST /auth/user/login,200,OK,Virtual Users [400 threads] 1-11,text,true,,400,360,352,352,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/auth/user/login,25564,0,69
1777593230747,114,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-40,text,true,,790,436,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,114,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-12,text,true,,790,436,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-11,text,true,,790,436,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-6,text,true,,790,436,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-3,text,true,,790,433,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-1,text,true,,790,433,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-9,text,true,,790,436,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
1777593230747,127,02 - GET /restaurants (search),200,OK,Virtual Users [400 threads] 1-4,text,true,,790,433,354,354,http://k8s-forkfind-forkfind-8e65d48af1-1990260306.us-east-1.elb.amazonaws.com/restaurants?q=pizza&limit=12&sort=rating,127,0,0
