timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777591808848,10,01 - POST /auth/user/login,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-1,text,false,Login failed — check credentials in users.csv,2623,0,1,1,http://localhost:8000/auth/user/login,0,0,10
1777591808868,1,02 - GET /restaurants (search),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-1,text,false,Restaurant search returned non-200 status,2623,0,1,1,http://localhost:8000/restaurants?q=pizza&limit=12&sort=rating,0,0,1
1777591808869,2,03 - POST /restaurants/1/reviews,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-1,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",2623,0,1,1,http://localhost:8000/restaurants/1/reviews,0,0,2
1777591809108,2,01 - POST /auth/user/login,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-2,text,false,Login failed — check credentials in users.csv,2623,0,1,1,http://localhost:8000/auth/user/login,0,0,2
1777591809113,1,02 - GET /restaurants (search),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-2,text,false,Restaurant search returned non-200 status,2623,0,1,1,http://localhost:8000/restaurants?q=pizza&limit=12&sort=rating,0,0,1
1777591809115,2,03 - POST /restaurants/1/reviews,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-2,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",2623,0,1,1,http://localhost:8000/restaurants/1/reviews,0,0,2
1777591809411,2,01 - POST /auth/user/login,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-3,text,false,Login failed — check credentials in users.csv,2623,0,1,1,http://localhost:8000/auth/user/login,0,0,2
1777591809414,1,02 - GET /restaurants (search),Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-3,text,false,Restaurant search returned non-200 status,2623,0,1,1,http://localhost:8000/restaurants?q=pizza&limit=12&sort=rating,0,0,1
1777591809416,1,03 - POST /restaurants/1/reviews,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-3,text,false,"Review submission returned unexpected status (401 = bad token, 5xx = server error)",2623,0,1,1,http://localhost:8000/restaurants/1/reviews,0,0,1
1777591809706,2,01 - POST /auth/user/login,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:8000 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused",Virtual Users [100 threads] 1-4,text,false,Login failed — check credentials in users.csv,2623,0,1,1,http://localhost:8000/auth/user/login,0,0,2
